adjective,category,created_at,id,modifier,name,price
fuzzy,module,3/25/2013 9:02,2058,opener,fuzzy module opener,50
prize-winning,gadget,4/25/2013 16:30,3660,,prize-winning gadget,97.9
extra-strength,device,1/29/2014 10:38,2578,charger,extra-strength device charger,20
matte,widget,2/25/2013 9:32,1836,,matte widget,3.75
matte,instrument,2/17/2014 11:12,3143,opener,matte instrument opener,27.5
organic,contraption,3/31/2013 22:23,3241,storage_unit,organic contraption storage_unit,937.5
organic,instrument,7/31/2013 4:45,2677,storage_unit,organic instrument storage_unit,165
reflective,dongle,2/14/2014 8:56,1746,,reflective dongle,39
reflective,module,10/18/2013 20:18,1472,,reflective module,130
glossy,widget,5/13/2013 7:05,3935,charger,glossy widget charger,0.72
matte,module,4/29/2013 9:59,1092,wrapper,matte module wrapper,50
aerodynamic,module,12/9/2013 3:11,2921,warmer,aerodynamic module warmer,154
digital,module,8/9/2013 23:13,1797,,digital module,110
digital,widget,8/27/2013 11:06,282,how-to-manual,digital widget how-to-manual,0
digital,contraption,6/10/2013 13:57,3202,opener,digital contraption opener,137.5
reflective,mechanism,2/21/2014 15:25,198,,reflective mechanism,19.5
glossy,device,3/21/2013 5:04,2730,,glossy device,60
industrial-strength,tool,10/3/2013 15:39,2093,opener,industrial-strength tool opener,37.5
rechargable,instrument,11/20/2013 3:56,1924,cleaner,rechargable instrument cleaner,34.32
,contraption,3/25/2013 9:21,2447,,contraption,250
extra-strength,apparatus,11/10/2013 13:02,1322,,extra-strength apparatus,600
extra-strength,mechanism,12/9/2013 5:27,1941,refill,extra-strength mechanism refill,24
extra-strength,contraption,7/22/2013 11:04,1680,opener,extra-strength contraption opener,250
extra-strength,instrument,11/28/2013 0:31,1568,,extra-strength instrument,88
extra-strength,dongle,12/1/2013 15:17,3578,,extra-strength dongle,60
reflective,contraption,1/16/2014 17:36,3468,,reflective contraption,325
digital,device,10/11/2013 16:37,3266,warmer,digital device warmer,60.5
aerodynamic,contraption,9/17/2013 23:07,2140,cleaner,aerodynamic contraption cleaner,210
glossy,gadget,8/6/2013 22:31,2734,,glossy gadget,106.8
,mechanism,6/22/2013 1:40,2789,,mechanism,15
aerodynamic,dongle,1/30/2014 22:03,3559,how-to-manual,aerodynamic dongle how-to-manual,0
miniature,mechanism,1/27/2014 8:08,1,warmer,miniature mechanism warmer,9.075
rechargable,mechanism,6/21/2013 23:59,1471,carrying_case,rechargable mechanism carrying_case,11.7
miniature,gadget,1/18/2014 10:20,2411,,miniature gadget,48.95
analog,widget,9/8/2013 12:10,2415,cleaner,analog widget cleaner,1.62
glossy,gadget,8/30/2013 16:46,785,storage_unit,glossy gadget storage_unit,267
,instrument,10/8/2013 9:24,1104,,instrument,44
miniature,apparatus,6/30/2013 0:48,3258,warmer,miniature apparatus warmer,181.5
fuzzy,mechanism,7/23/2013 20:48,1565,charger,fuzzy mechanism charger,3
,contraption,12/24/2013 15:56,327,warmer,contraption warmer,275
reflective,tool,11/16/2013 6:09,3410,,reflective tool,32.5
,contraption,8/21/2013 10:36,2070,cleaner,contraption cleaner,150
glossy,instrument,1/22/2014 7:44,308,how-to-manual,glossy instrument how-to-manual,0
,apparatus,2/24/2014 6:24,1399,,apparatus,300
miniature,instrument,9/23/2013 6:56,3321,,miniature instrument,24.2
,module,6/13/2013 2:36,2099,charger,module charger,20
glossy,dongle,1/8/2014 17:57,2219,storage_unit,glossy dongle storage_unit,90
reflective,device,4/23/2013 21:04,2646,refill,reflective device refill,52
matte,gadget,3/21/2013 23:46,287,,matte gadget,111.25
reflective,instrument,4/23/2013 11:41,2842,,reflective instrument,57.2
organic,module,8/19/2013 8:28,1544,storage_unit,organic module storage_unit,375
miniature,instrument,8/12/2013 14:46,2151,,miniature instrument,24.2
matte,gadget,9/17/2013 10:25,1070,,matte gadget,111.25
analog,instrument,4/15/2013 18:01,654,warmer,analog instrument warmer,43.56
matte,module,3/10/2013 15:13,3037,storage_unit,matte module storage_unit,312.5
rechargable,dongle,3/11/2013 7:58,2299,,rechargable dongle,39
aerodynamic,tool,5/17/2013 12:32,3052,how-to-manual,aerodynamic tool how-to-manual,0
rechargable,apparatus,9/3/2013 2:33,1119,carrying_case,rechargable apparatus carrying_case,234
extra-strength,device,4/22/2013 4:16,2719,,extra-strength device,100
,tool,11/6/2013 4:56,222,warmer,tool warmer,27.5
prize-winning,gadget,1/10/2014 17:00,3729,wrapper,prize-winning gadget wrapper,39.16
glossy,instrument,2/1/2014 4:42,2581,,glossy instrument,52.8
reflective,dongle,7/30/2013 21:58,2082,charger,reflective dongle charger,7.8
organic,contraption,3/5/2013 21:12,3540,refill,organic contraption refill,300
fuzzy,dongle,8/29/2013 10:11,2460,cleaner,fuzzy dongle cleaner,18
,widget,12/16/2013 4:03,2703,warmer,widget warmer,3.3
reflective,device,6/7/2013 1:19,3964,storage_unit,reflective device storage_unit,162.5
fuzzy,tool,8/20/2013 8:58,2882,,fuzzy tool,25
rechargable,widget,7/31/2013 14:54,124,carrying_case,rechargable widget carrying_case,2.34
,gadget,3/20/2013 21:02,3167,charger,gadget charger,17.8
aerodynamic,tool,11/20/2013 9:16,2772,storage_unit,aerodynamic tool storage_unit,87.5
reflective,dongle,4/1/2013 12:13,3533,refill,reflective dongle refill,31.2
aerodynamic,gadget,2/20/2014 14:46,1320,storage_unit,aerodynamic gadget storage_unit,311.5
analog,tool,1/4/2014 5:13,452,storage_unit,analog tool storage_unit,56.25
organic,tool,1/16/2014 7:30,3224,,organic tool,37.5
glossy,tool,5/1/2013 20:03,873,,glossy tool,30
miniature,apparatus,9/7/2013 9:02,3712,cleaner,miniature apparatus cleaner,99
prize-winning,tool,12/3/2013 0:05,297,wrapper,prize-winning tool wrapper,11
analog,device,12/13/2013 10:35,2375,opener,analog device opener,22.5
prize-winning,mechanism,8/27/2013 22:41,1410,refill,prize-winning mechanism refill,13.2
digital,mechanism,1/28/2014 22:26,3293,cleaner,digital mechanism cleaner,9.9
organic,module,10/9/2013 19:08,548,charger,organic module charger,30
matte,dongle,3/14/2013 8:54,1853,,matte dongle,37.5
fuzzy,instrument,6/6/2013 10:22,2573,cleaner,fuzzy instrument cleaner,26.4
fuzzy,module,5/17/2013 4:58,1676,warmer,fuzzy module warmer,110
miniature,mechanism,12/7/2013 11:32,1175,warmer,miniature mechanism warmer,9.075
analog,contraption,3/31/2013 6:31,2072,wrapper,analog contraption wrapper,90
matte,module,3/31/2013 16:21,3323,warmer,matte module warmer,137.5
fuzzy,dongle,6/29/2013 5:11,2349,charger,fuzzy dongle charger,6
reflective,device,9/9/2013 2:21,2638,wrapper,reflective device wrapper,26
matte,tool,4/20/2013 21:24,3067,warmer,matte tool warmer,34.375
extra-strength,contraption,1/9/2014 15:49,781,opener,extra-strength contraption opener,250
industrial-strength,gadget,9/29/2013 21:41,2288,,industrial-strength gadget,267
organic,module,6/18/2013 19:52,1830,,organic module,150
glossy,dongle,4/19/2013 18:49,559,charger,glossy dongle charger,7.2
reflective,mechanism,11/7/2013 3:38,3364,,reflective mechanism,19.5
rechargable,contraption,9/16/2013 7:25,1900,how-to-manual,rechargable contraption how-to-manual,0
industrial-strength,gadget,1/29/2014 16:26,1337,charger,industrial-strength gadget charger,53.4
reflective,contraption,12/23/2013 16:35,2362,warmer,reflective contraption warmer,357.5
digital,apparatus,5/17/2013 20:16,3526,,digital apparatus,330
prize-winning,apparatus,11/2/2013 17:32,2452,carrying_case,prize-winning apparatus carrying_case,198
aerodynamic,dongle,12/13/2013 2:38,442,,aerodynamic dongle,42
extra-strength,module,12/11/2013 20:51,846,cleaner,extra-strength module cleaner,120
miniature,module,11/21/2013 5:09,159,,miniature module,55
analog,widget,9/1/2013 13:10,3731,wrapper,analog widget wrapper,1.08
industrial-strength,contraption,4/11/2013 2:43,3847,,industrial-strength contraption,750
organic,contraption,3/22/2013 19:36,3677,warmer,organic contraption warmer,412.5
rechargable,apparatus,5/26/2013 10:58,3691,,rechargable apparatus,390
matte,mechanism,4/3/2013 5:38,1275,,matte mechanism,18.75
industrial-strength,module,12/9/2013 22:42,241,how-to-manual,industrial-strength module how-to-manual,0
aerodynamic,module,6/11/2013 10:31,3605,,aerodynamic module,140
prize-winning,contraption,5/15/2013 10:19,2075,,prize-winning contraption,275
rechargable,widget,11/11/2013 16:25,140,cleaner,rechargable widget cleaner,2.34
,gadget,2/16/2014 4:07,163,cleaner,gadget cleaner,53.4
matte,instrument,1/22/2014 3:20,2017,refill,matte instrument refill,44
industrial-strength,instrument,8/15/2013 19:21,404,charger,industrial-strength instrument charger,26.4
extra-strength,tool,9/29/2013 21:17,1818,,extra-strength tool,50
miniature,widget,1/27/2014 0:24,1813,wrapper,miniature widget wrapper,0.66
industrial-strength,tool,5/13/2013 12:50,2555,opener,industrial-strength tool opener,37.5
organic,tool,4/20/2013 12:55,3114,cleaner,organic tool cleaner,22.5
prize-winning,contraption,4/13/2013 17:18,1031,carrying_case,prize-winning contraption carrying_case,165
extra-strength,dongle,9/25/2013 1:12,1456,charger,extra-strength dongle charger,12
,tool,10/9/2013 23:58,1265,wrapper,tool wrapper,10
,dongle,8/20/2013 10:03,1103,wrapper,dongle wrapper,12
digital,contraption,2/21/2014 10:05,364,carrying_case,digital contraption carrying_case,165
matte,widget,12/16/2013 15:13,2922,refill,matte widget refill,3
,device,12/6/2013 5:22,2083,cleaner,device cleaner,30
industrial-strength,widget,4/8/2013 1:54,3524,refill,industrial-strength widget refill,7.2
miniature,widget,2/27/2013 16:12,299,how-to-manual,miniature widget how-to-manual,0
,instrument,6/18/2013 22:43,1148,charger,instrument charger,8.8
extra-strength,mechanism,1/23/2014 9:25,1077,how-to-manual,extra-strength mechanism how-to-manual,0
aerodynamic,tool,4/19/2013 23:09,267,refill,aerodynamic tool refill,28
extra-strength,gadget,1/14/2014 14:07,3704,opener,extra-strength gadget opener,89
aerodynamic,dongle,11/14/2013 21:58,3774,,aerodynamic dongle,42
aerodynamic,mechanism,9/27/2013 10:54,1929,carrying_case,aerodynamic mechanism carrying_case,12.6
rechargable,dongle,8/29/2013 1:28,959,,rechargable dongle,39
reflective,instrument,11/27/2013 15:35,3866,opener,reflective instrument opener,28.6
miniature,contraption,9/6/2013 15:25,326,storage_unit,miniature contraption storage_unit,343.75
,instrument,1/19/2014 6:59,975,opener,instrument opener,22
,gadget,2/25/2013 2:08,1115,storage_unit,gadget storage_unit,222.5
miniature,dongle,4/21/2013 21:19,2019,charger,miniature dongle charger,3.3
,tool,10/20/2013 23:48,1257,warmer,tool warmer,27.5
rechargable,gadget,8/5/2013 11:06,2859,cleaner,rechargable gadget cleaner,69.42
miniature,device,5/12/2013 17:54,63,how-to-manual,miniature device how-to-manual,0
industrial-strength,widget,1/12/2014 5:02,1968,carrying_case,industrial-strength widget carrying_case,5.4
organic,dongle,8/5/2013 15:39,193,storage_unit,organic dongle storage_unit,112.5
rechargable,device,9/16/2013 13:19,1267,how-to-manual,rechargable device how-to-manual,0
,device,9/21/2013 6:18,3099,refill,device refill,40
extra-strength,device,10/25/2013 20:33,647,how-to-manual,extra-strength device how-to-manual,0
industrial-strength,instrument,6/29/2013 14:35,2584,,industrial-strength instrument,132
extra-strength,device,10/18/2013 20:38,1299,wrapper,extra-strength device wrapper,40
prize-winning,widget,7/1/2013 6:18,3979,wrapper,prize-winning widget wrapper,1.32
extra-strength,gadget,3/16/2013 8:22,2052,carrying_case,extra-strength gadget carrying_case,106.8
aerodynamic,mechanism,1/28/2014 9:38,2967,refill,aerodynamic mechanism refill,16.8
glossy,dongle,12/7/2013 11:32,265,,glossy dongle,36
extra-strength,apparatus,11/26/2013 8:58,1327,charger,extra-strength apparatus charger,120
,gadget,10/4/2013 7:31,3236,carrying_case,gadget carrying_case,53.4
,apparatus,8/27/2013 3:07,604,wrapper,apparatus wrapper,120
,instrument,2/7/2014 0:07,2904,refill,instrument refill,35.2
miniature,tool,9/30/2013 6:00,3799,,miniature tool,13.75
miniature,module,7/21/2013 5:34,3854,cleaner,miniature module cleaner,33
aerodynamic,dongle,6/12/2013 10:22,1021,opener,aerodynamic dongle opener,21
organic,apparatus,6/6/2013 9:41,3841,,organic apparatus,450
glossy,contraption,3/13/2013 10:35,3640,how-to-manual,glossy contraption how-to-manual,0
digital,contraption,10/19/2013 10:47,1079,charger,digital contraption charger,55
reflective,gadget,10/30/2013 7:50,756,warmer,reflective gadget warmer,127.27
organic,widget,7/19/2013 22:16,818,,organic widget,4.5
extra-strength,contraption,10/21/2013 18:42,3482,opener,extra-strength contraption opener,250
industrial-strength,module,2/16/2014 12:14,21,wrapper,industrial-strength module wrapper,120
fuzzy,contraption,9/5/2013 19:28,1243,refill,fuzzy contraption refill,200
industrial-strength,mechanism,2/6/2014 19:56,589,,industrial-strength mechanism,45
organic,mechanism,7/17/2013 6:08,659,how-to-manual,organic mechanism how-to-manual,0
matte,instrument,8/17/2013 13:38,1071,refill,matte instrument refill,44
reflective,widget,1/18/2014 16:17,1482,refill,reflective widget refill,3.12
aerodynamic,device,6/20/2013 3:25,1140,how-to-manual,aerodynamic device how-to-manual,0
analog,mechanism,11/14/2013 12:35,1177,warmer,analog mechanism warmer,14.85
organic,tool,4/24/2013 2:17,968,wrapper,organic tool wrapper,15
digital,tool,8/16/2013 20:59,3049,refill,digital tool refill,22
extra-strength,module,5/24/2013 8:01,2454,how-to-manual,extra-strength module how-to-manual,0
fuzzy,widget,8/24/2013 4:00,3859,,fuzzy widget,3
industrial-strength,instrument,8/1/2013 22:02,2400,,industrial-strength instrument,132
organic,gadget,1/27/2014 1:44,3147,carrying_case,organic gadget carrying_case,80.1
aerodynamic,device,12/21/2013 18:21,1124,warmer,aerodynamic device warmer,77
,dongle,11/6/2013 11:36,665,,dongle,30
analog,contraption,9/15/2013 16:45,1805,,analog contraption,225
,instrument,12/18/2013 12:52,2996,carrying_case,instrument carrying_case,26.4
prize-winning,widget,8/29/2013 17:37,1792,,prize-winning widget,3.3
,module,12/7/2013 9:23,1160,how-to-manual,module how-to-manual,0
,instrument,5/27/2013 5:03,1829,warmer,instrument warmer,48.4
extra-strength,gadget,2/9/2014 14:33,3673,,extra-strength gadget,178
industrial-strength,widget,10/16/2013 0:00,1392,carrying_case,industrial-strength widget carrying_case,5.4
industrial-strength,widget,7/10/2013 19:12,3435,cleaner,industrial-strength widget cleaner,5.4
glossy,mechanism,2/5/2014 19:03,3701,,glossy mechanism,18
industrial-strength,contraption,6/15/2013 12:03,934,warmer,industrial-strength contraption warmer,825
,module,1/21/2014 1:22,1042,opener,module opener,50
analog,contraption,4/28/2013 11:05,896,,analog contraption,225
aerodynamic,tool,7/19/2013 15:47,1400,storage_unit,aerodynamic tool storage_unit,87.5
rechargable,instrument,7/14/2013 20:42,1623,,rechargable instrument,57.2
analog,device,9/28/2013 20:13,3564,,analog device,45
prize-winning,instrument,5/11/2013 15:22,1212,storage_unit,prize-winning instrument storage_unit,121
matte,widget,3/19/2013 17:20,138,refill,matte widget refill,3
,contraption,5/14/2013 18:17,3839,storage_unit,contraption storage_unit,625
reflective,instrument,11/28/2013 5:09,908,opener,reflective instrument opener,28.6
,widget,10/14/2013 21:05,2806,how-to-manual,widget how-to-manual,0
,apparatus,10/29/2013 22:48,941,cleaner,apparatus cleaner,180
rechargable,mechanism,4/5/2013 1:57,903,refill,rechargable mechanism refill,15.6
rechargable,device,5/14/2013 9:46,2332,,rechargable device,65
reflective,apparatus,4/29/2013 13:17,208,refill,reflective apparatus refill,312
prize-winning,mechanism,4/22/2013 16:32,3004,cleaner,prize-winning mechanism cleaner,9.9
fuzzy,apparatus,12/8/2013 8:05,2597,charger,fuzzy apparatus charger,60
miniature,mechanism,8/16/2013 22:45,2600,wrapper,miniature mechanism wrapper,3.3
miniature,dongle,4/21/2013 4:34,2712,wrapper,miniature dongle wrapper,6.6
industrial-strength,instrument,3/10/2013 19:15,3819,,industrial-strength instrument,132
miniature,apparatus,3/2/2013 7:33,1455,how-to-manual,miniature apparatus how-to-manual,0
,gadget,4/2/2013 2:55,564,wrapper,gadget wrapper,35.6
,widget,3/1/2013 15:37,460,carrying_case,widget carrying_case,1.8
aerodynamic,instrument,2/26/2013 7:50,1962,refill,aerodynamic instrument refill,49.28
reflective,instrument,5/22/2013 2:07,3586,,reflective instrument,57.2
,instrument,12/10/2013 12:14,3676,,instrument,44
glossy,mechanism,4/3/2013 15:26,2495,storage_unit,glossy mechanism storage_unit,45
,apparatus,6/30/2013 17:59,525,opener,apparatus opener,150
,module,1/3/2014 11:15,2204,storage_unit,module storage_unit,250
prize-winning,gadget,10/9/2013 20:53,722,,prize-winning gadget,97.9
,dongle,1/22/2014 13:08,2248,warmer,dongle warmer,33
extra-strength,tool,9/9/2013 14:28,2160,carrying_case,extra-strength tool carrying_case,30
organic,mechanism,11/25/2013 0:58,1575,wrapper,organic mechanism wrapper,9
prize-winning,mechanism,9/29/2013 0:03,2047,refill,prize-winning mechanism refill,13.2
reflective,device,12/8/2013 17:40,1404,how-to-manual,reflective device how-to-manual,0
fuzzy,dongle,10/28/2013 11:26,3216,charger,fuzzy dongle charger,6
,device,7/12/2013 13:40,3043,how-to-manual,device how-to-manual,0
,instrument,9/27/2013 10:54,1921,charger,instrument charger,8.8
aerodynamic,device,9/23/2013 4:43,3424,charger,aerodynamic device charger,14
prize-winning,mechanism,2/16/2014 22:34,3950,charger,prize-winning mechanism charger,3.3
matte,contraption,9/7/2013 15:56,1516,,matte contraption,312.5
miniature,apparatus,7/2/2013 22:10,2691,,miniature apparatus,165
industrial-strength,tool,12/1/2013 3:29,733,how-to-manual,industrial-strength tool how-to-manual,0
analog,contraption,12/26/2013 19:19,221,opener,analog contraption opener,112.5
glossy,contraption,10/8/2013 18:58,1304,,glossy contraption,300
aerodynamic,tool,7/21/2013 7:11,1439,,aerodynamic tool,35
miniature,apparatus,4/19/2013 0:55,105,wrapper,miniature apparatus wrapper,66
,apparatus,4/17/2013 12:33,3243,warmer,apparatus warmer,330
industrial-strength,device,10/9/2013 12:51,3531,,industrial-strength device,150
extra-strength,tool,4/19/2013 19:24,320,carrying_case,extra-strength tool carrying_case,30
aerodynamic,contraption,6/12/2013 19:56,15,,aerodynamic contraption,350
,gadget,7/27/2013 12:03,384,warmer,gadget warmer,97.9
prize-winning,dongle,7/29/2013 6:23,1041,warmer,prize-winning dongle warmer,36.3
industrial-strength,device,6/7/2013 21:16,2961,,industrial-strength device,150
analog,widget,6/27/2013 10:14,156,,analog widget,2.7
analog,widget,8/23/2013 2:45,760,,analog widget,2.7
reflective,contraption,4/18/2013 11:54,3932,refill,reflective contraption refill,260
rechargable,tool,10/6/2013 13:18,715,,rechargable tool,32.5
extra-strength,device,4/19/2013 1:07,276,,extra-strength device,100
industrial-strength,module,10/20/2013 17:21,351,wrapper,industrial-strength module wrapper,120
reflective,mechanism,1/31/2014 16:13,2755,warmer,reflective mechanism warmer,21.45
rechargable,dongle,12/13/2013 20:48,3572,cleaner,rechargable dongle cleaner,23.4
aerodynamic,contraption,10/30/2013 12:41,2271,refill,aerodynamic contraption refill,280
,widget,10/31/2013 3:07,2463,,widget,3
prize-winning,tool,5/26/2013 13:46,2757,opener,prize-winning tool opener,13.75
analog,apparatus,3/11/2013 9:55,2539,,analog apparatus,270
rechargable,mechanism,9/9/2013 4:10,3903,,rechargable mechanism,19.5
miniature,device,5/20/2013 4:39,463,,miniature device,27.5
miniature,gadget,7/11/2013 15:08,2778,,miniature gadget,48.95
extra-strength,instrument,5/18/2013 9:55,2128,,extra-strength instrument,88
extra-strength,device,6/7/2013 3:01,632,warmer,extra-strength device warmer,110
rechargable,device,9/23/2013 15:49,3812,cleaner,rechargable device cleaner,39
digital,dongle,7/20/2013 19:42,1741,,digital dongle,33
aerodynamic,tool,7/18/2013 20:34,2549,,aerodynamic tool,35
analog,tool,7/21/2013 7:49,2143,,analog tool,22.5
prize-winning,module,3/1/2013 14:12,162,,prize-winning module,110
extra-strength,widget,12/22/2013 1:48,2496,opener,extra-strength widget opener,3
miniature,module,4/29/2013 20:47,3341,warmer,miniature module warmer,60.5
prize-winning,contraption,1/23/2014 1:13,3752,opener,prize-winning contraption opener,137.5
extra-strength,instrument,4/5/2013 14:31,1061,charger,extra-strength instrument charger,17.6
digital,mechanism,6/10/2013 1:57,493,charger,digital mechanism charger,3.3
industrial-strength,instrument,2/5/2014 5:36,528,wrapper,industrial-strength instrument wrapper,52.8
extra-strength,mechanism,8/12/2013 9:15,1135,,extra-strength mechanism,30
,instrument,10/25/2013 12:11,1762,,instrument,44
industrial-strength,widget,12/14/2013 1:23,2456,storage_unit,industrial-strength widget storage_unit,22.5
analog,dongle,8/28/2013 0:11,1409,,analog dongle,27
reflective,dongle,2/4/2014 20:07,1058,warmer,reflective dongle warmer,42.9
,device,10/19/2013 8:20,3042,,device,50
reflective,widget,2/20/2014 5:10,182,,reflective widget,3.9
reflective,module,1/18/2014 9:07,2624,refill,reflective module refill,104
extra-strength,widget,1/31/2014 5:07,691,opener,extra-strength widget opener,3
extra-strength,dongle,9/24/2013 12:56,943,,extra-strength dongle,60
industrial-strength,contraption,1/14/2014 15:42,669,storage_unit,industrial-strength contraption storage_unit,1875
analog,mechanism,10/18/2013 3:12,2038,,analog mechanism,13.5
glossy,tool,5/29/2013 8:46,3825,,glossy tool,30
,device,9/20/2013 14:10,2552,,device,50
rechargable,contraption,4/1/2013 12:42,2225,storage_unit,rechargable contraption storage_unit,812.5
matte,module,10/17/2013 18:29,573,wrapper,matte module wrapper,50
fuzzy,gadget,7/31/2013 4:02,758,cleaner,fuzzy gadget cleaner,53.4
digital,mechanism,3/6/2013 0:12,3766,wrapper,digital mechanism wrapper,6.6
glossy,widget,3/10/2013 9:37,689,,glossy widget,3.6
aerodynamic,contraption,10/27/2013 11:16,2968,charger,aerodynamic contraption charger,70
matte,contraption,1/21/2014 9:06,3585,,matte contraption,312.5
industrial-strength,apparatus,8/16/2013 4:05,817,,industrial-strength apparatus,900
,apparatus,6/22/2013 6:15,1126,,apparatus,300
rechargable,tool,12/23/2013 8:19,2889,,rechargable tool,32.5
extra-strength,module,10/10/2013 3:01,3608,,extra-strength module,200
industrial-strength,tool,11/7/2013 12:08,2854,wrapper,industrial-strength tool wrapper,30
,module,9/29/2013 17:58,266,,module,100
analog,mechanism,8/21/2013 4:16,2217,warmer,analog mechanism warmer,14.85
reflective,tool,2/12/2014 10:58,3428,opener,reflective tool opener,16.25
fuzzy,module,12/10/2013 5:51,2593,charger,fuzzy module charger,20
analog,apparatus,10/31/2013 17:12,992,opener,analog apparatus opener,135
prize-winning,instrument,8/29/2013 4:05,1111,opener,prize-winning instrument opener,24.2
rechargable,instrument,6/16/2013 14:13,2698,storage_unit,rechargable instrument storage_unit,143
matte,gadget,5/19/2013 23:20,1155,carrying_case,matte gadget carrying_case,66.75
extra-strength,device,5/20/2013 18:43,1096,how-to-manual,extra-strength device how-to-manual,0
analog,dongle,5/31/2013 13:13,2626,wrapper,analog dongle wrapper,10.8
reflective,device,7/5/2013 9:12,1501,storage_unit,reflective device storage_unit,162.5
aerodynamic,contraption,2/1/2014 21:05,661,,aerodynamic contraption,350
miniature,apparatus,5/7/2013 21:47,1048,refill,miniature apparatus refill,132
organic,gadget,12/20/2013 10:30,3874,wrapper,organic gadget wrapper,53.4
prize-winning,gadget,3/20/2013 4:39,3011,charger,prize-winning gadget charger,19.58
reflective,tool,8/8/2013 1:51,1532,refill,reflective tool refill,26
aerodynamic,tool,5/12/2013 12:42,357,,aerodynamic tool,35
miniature,mechanism,9/25/2013 16:50,2043,storage_unit,miniature mechanism storage_unit,20.625
extra-strength,apparatus,6/5/2013 5:39,3736,,extra-strength apparatus,600
industrial-strength,instrument,12/24/2013 14:23,3257,opener,industrial-strength instrument opener,66
reflective,tool,6/3/2013 5:19,706,storage_unit,reflective tool storage_unit,81.25
fuzzy,apparatus,5/21/2013 3:27,3391,,fuzzy apparatus,300
matte,module,6/19/2013 18:57,868,cleaner,matte module cleaner,75
,tool,3/21/2013 12:47,1210,how-to-manual,tool how-to-manual,0
digital,widget,12/14/2013 11:32,2588,,digital widget,3.3
analog,device,7/25/2013 11:38,2004,wrapper,analog device wrapper,18
digital,widget,6/20/2013 5:07,1557,how-to-manual,digital widget how-to-manual,0
fuzzy,dongle,11/30/2013 22:14,51,storage_unit,fuzzy dongle storage_unit,75
analog,tool,6/2/2013 6:13,3864,refill,analog tool refill,18
digital,dongle,7/25/2013 2:35,1389,storage_unit,digital dongle storage_unit,82.5
aerodynamic,tool,5/7/2013 9:49,3609,refill,aerodynamic tool refill,28
prize-winning,apparatus,11/14/2013 20:35,3122,opener,prize-winning apparatus opener,165
fuzzy,widget,2/3/2014 6:46,1758,,fuzzy widget,3
matte,instrument,5/9/2013 12:02,1570,how-to-manual,matte instrument how-to-manual,0
aerodynamic,contraption,5/13/2013 14:24,2492,storage_unit,aerodynamic contraption storage_unit,875
prize-winning,instrument,11/30/2013 19:07,1469,,prize-winning instrument,48.4
aerodynamic,instrument,9/2/2013 4:13,1555,storage_unit,aerodynamic instrument storage_unit,154
extra-strength,contraption,4/23/2013 1:34,2609,how-to-manual,extra-strength contraption how-to-manual,0
aerodynamic,module,9/20/2013 19:18,1558,carrying_case,aerodynamic module carrying_case,84
rechargable,device,10/2/2013 7:20,2946,opener,rechargable device opener,32.5
reflective,module,8/14/2013 12:08,913,,reflective module,130
industrial-strength,module,7/19/2013 15:29,556,how-to-manual,industrial-strength module how-to-manual,0
organic,module,3/3/2013 0:20,1285,refill,organic module refill,120
organic,tool,12/11/2013 2:39,2414,,organic tool,37.5
matte,mechanism,4/2/2013 17:26,2408,how-to-manual,matte mechanism how-to-manual,0
organic,device,7/17/2013 18:43,2086,,organic device,75
analog,instrument,10/1/2013 1:18,3263,,analog instrument,39.6
glossy,mechanism,4/27/2013 19:25,2868,,glossy mechanism,18
prize-winning,mechanism,12/17/2013 16:12,774,refill,prize-winning mechanism refill,13.2
digital,module,12/23/2013 20:57,2442,storage_unit,digital module storage_unit,275
industrial-strength,instrument,3/5/2013 7:04,46,warmer,industrial-strength instrument warmer,145.2
extra-strength,apparatus,5/4/2013 23:57,134,,extra-strength apparatus,600
prize-winning,tool,9/5/2013 17:16,3322,,prize-winning tool,27.5
organic,widget,2/25/2013 14:54,3953,wrapper,organic widget wrapper,1.8
fuzzy,contraption,6/8/2013 13:07,54,how-to-manual,fuzzy contraption how-to-manual,0
industrial-strength,gadget,12/5/2013 17:04,2543,wrapper,industrial-strength gadget wrapper,106.8
industrial-strength,apparatus,5/26/2013 14:35,2477,charger,industrial-strength apparatus charger,180
fuzzy,instrument,3/10/2013 14:49,787,,fuzzy instrument,44
reflective,module,8/3/2013 13:25,3441,warmer,reflective module warmer,143
rechargable,instrument,10/2/2013 4:58,285,carrying_case,rechargable instrument carrying_case,34.32
rechargable,instrument,11/29/2013 16:30,1494,,rechargable instrument,57.2
,tool,8/8/2013 6:18,641,cleaner,tool cleaner,15
organic,apparatus,4/3/2013 9:13,2550,,organic apparatus,450
industrial-strength,dongle,11/8/2013 14:44,96,how-to-manual,industrial-strength dongle how-to-manual,0
reflective,instrument,6/27/2013 16:27,3702,,reflective instrument,57.2
matte,contraption,10/25/2013 1:56,1601,refill,matte contraption refill,250
reflective,dongle,4/18/2013 8:25,1616,wrapper,reflective dongle wrapper,15.6
reflective,apparatus,4/30/2013 13:28,173,charger,reflective apparatus charger,78
rechargable,widget,1/25/2014 16:53,1230,warmer,rechargable widget warmer,4.29
industrial-strength,widget,4/26/2013 12:05,1682,charger,industrial-strength widget charger,1.8
prize-winning,gadget,6/23/2013 23:28,2187,,prize-winning gadget,97.9
organic,gadget,6/13/2013 19:10,2986,carrying_case,organic gadget carrying_case,80.1
